Project,Block,Module,Part,Issue,Design Element,Design Factor,评审主体,评审对象,审核项,审核项状态,评审项更新者,Phase,Reviewer,Status,Notes,Quantization Status
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
DQS_t/c to DMI, DQ byte 
（Note：Group length match betweenDQS and DQ within byte. Byte matching relative to DQS (DQ centered to DQS). DQS is source synchronous to DQ）
by group:a/b
",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
DMI to DQ byte 
（Group skew span between DMI and DQ within byte. Skew = max-min）
by group:a/b
",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CA[0:9] ",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CSx_n to CA[5:0]_n 
by group",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to CA[5:0]_n, CS_n 
by group",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to CKEx",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"Bus length matching follow 平台要求：
CK_t/c to DQSx_t/c ",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-DQ/DMI follow平台要求：
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-CA/CS/CKE follow平台要求：
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVB,董嘉琨,NG&Accept,,2
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing-CK/DQS follow平台要求：
Intralane spacing (t to c)
After breakout(lane to lane)
BGA escape(lane to lane)",适用,董嘉琨,EVB,董嘉琨,NG&Accept,,2
P.Wrangler,9.Memory,Memory,,,,LPDDR4x,1.Mainboard,4.Routing,"线间距spacing follow平台要求：
DDR to other signals=3x trace width",适用,董嘉琨,EVB,董嘉琨,NG&Accept,,2
P.Wrangler,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"CLK单独包地走线，其他线最好上下左右包地(clk=200MHz,data rate =400Mbps",适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"阻抗控制：现行统一按单端45Ω，差分90Ω
Bus length<25mm, 阻抗30~45Ω
Bus length=25~60mm, 阻抗30~55Ω
Bus length=60~100mm, 阻抗45~55Ω
Bus length>100mm, 联系QC",适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"Bus length matching：
Clock to data/cmd match 小于6mm（<42ps）",适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,Memory,,,,eMMC5.1,1.Mainboard,4.Routing,"线间距spacing：
Bus length<25mm--》data to data/clk=2倍线宽，to other signal=2倍线宽。
Bus length=25~60mm--》data to data/clk=2倍线宽，to other signal=2倍线宽。
Bus length=60~100mm--》data to data/clk =2.5倍线宽，to other signal=2.5倍线宽。
Bus length>100mm,联系QC。",,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,差分信号上下包地,适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,禁止使用测试点,适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,6Gb高速信号，RF/Audio/38.4Mhz XO需要远离,适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,"阻抗控制：
单端40~45Ω，差分80~90Ω（现行统一按单端45Ω，差分90Ω控制）",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,Bus length matching：小于0.7mm（700um，<5ps）,适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,Memory,,,,UFS,1.Mainboard,4.Routing,"ufs2.1线间距spacing：
Bus length=25mm--》Rx to Tx =1.5倍线宽，to other signal=2倍线宽。
Bus length=75mm--》Rx to Tx =2倍线宽，to other signal=2倍线宽。
Bus length=150mm--》Rx to Tx =3倍线宽，to other signal=3倍线宽。",适用,董嘉琨,EVB,董嘉琨,Pass,,1
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,"阻抗控制：保证有统一的阻抗
单端36~50Ω",适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,CLK所串电阻靠近cpu端，且电阻到cpu pin走线小于5mm,适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,SD所有信号上下层包地，远离干扰源,适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,CLK需要单独包地。,适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,"Bus length：
For SDR104<50mm
For SDR50 DDR50<150mm",适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,"Clock to data length matching：
for DDR50 and SDR50，<6mm（42ps）
for SDR104, <2mm（14ps）",适用,董嘉琨,EVB,董嘉琨,NA,,0
P.Wrangler,9.Memory,SD,,,,,1.Mainboard,4.Routing,"线间距spacing：
lane to lane---1.5倍线宽
to other signal---1.5倍线宽",适用,董嘉琨,EVB,董嘉琨,NA,,0
O.Boston,1.Platform,Platform,,,,,1.Mainboard,1.SCH,确认各Sku使用的套片型号正确（比如是否支持mmw）,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,1.Platform,GPIO,,,,,1.Mainboard,1.SCH,中断口选择是否合适,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,1.Platform,Platform,,,,,1.Mainboard,1.SCH,系统死机可以按键下电复位,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,1.Platform,GPIO,,,,,1.Mainboard,1.SCH,高通平台：boot mode的 GPIO 需要确认没有上拉. 同时确认具体的boot 配置是正确的（特别针对emmc 和UFS配置）,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,1.Platform,SIM卡座,,,,,1.Mainboard,1.SCH,"SIM卡座的卡1和卡2（主副卡）连线：1.要和卡托设计一致
2.并且和CPU的卡1卡2对应",适用,李果,EVB,李果,Pass,,1
O.Boston,1.Platform,SIM卡座,,,,,2.Sub-Board,1.SCH,TVS使用小于等于11pf,适用,李果,EVB,韩凯,Pass,,1
O.Boston,1.Platform,SIM卡座,,,,,1.Mainboard,1.SCH,INT/DATA 是否外加上拉电阻（QC需要外部加上拉电阻，MTK 不需要）,适用,李果,EVB,李果,Pass,,1
O.Boston,1.Platform,SIM卡座,,,,,1.Mainboard,1.SCH,原理图设计时，如果遇到使用8pin的SIM卡连接器，多余的两个Pin脚必须悬空。,废止,李果,EVB,李果,NA,,0
O.Boston,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,按键线路串1k电阻，电阻尽量靠近按键实体放置。,适用,李果,EVB,陈文亭,Pass,,1
O.Boston,1.Platform,keypad,,ESD,,,1.Mainboard,1.SCH,按键信号必须预留TVS，紧靠按键实体放置，走线置于干路上。走线不与其它敏感线路相邻。,适用,李果,EVB,陈文亭,NG&Accept,,2
O.Boston,1.Platform,,,单端网络,,,1.Mainboard,1.SCH,"原理图信号单端网络检查,发板前需要从PCB导出netlist，核对单端网络，特别针对带_1,_2等后缀net核对是否连接正确",适用,吴学敏,EVB,常芳梅,Pass,,1
O.Boston,1.Platform,主FPC,Main FPC,,Cost,,3.Main FPC,1.SCH,实物顺序匹配 pin顺序与主板、小板匹配，走线通顺，宽度适宜（cost）,适用,陈文亭,EVB,德太加,Pass,,1
O.Boston,1.Platform,卡座,,,,,1.Mainboard,2.Stacking,使用组合卡座，在设计之初请咨询相关专家和质量部门。Issue：X2 Pro 烧卡问题（断电时序控制）,废止,李果,EVB,李果,NA,,0
O.Boston,1.Platform,GPIO,,,,,1.Mainboard,3.Placement,Uart test point 放在容易拆机的一面（第一步拆屏的，放到TOP面；第一步拆电池盖的，放到Bottom面）,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,1.Platform,Jtag,,,,,1.Mainboard,3.Placement,Jtag Pin mapping check,适用,陈文亭,EVB,陈文亭,NA,,0
O.Boston,1.Platform,GPIO,,,,,1.Mainboard,4.Routing,AP &  PMIC 通讯路线走线符合要求,适用,陈文亭,EVB,陈文亭,NG&DCR,link,3
O.Boston,1.Platform,CLK,,,,,1.Mainboard,4.Routing,PMIC 给各个模块 的clock，走线上下左右包地,适用,陈文亭,EVB,陈文亭,NG&DCR,link,3
O.Boston,1.Platform,SIM卡座,,,,,1.Mainboard,4.Routing,原理图设计时，无特殊需求（如NFC）的SIM卡设计，VPP引脚可不用连接。,适用,李果,EVB,李果,Pass,,1
O.Boston,1.Platform,SIM卡座,,,,,1.Mainboard,6.Others(ME/RF/ANT/KP/Factory),上下层SIM卡座，注意SIM卡座泡棉接地，SIM弹点避免和ANT 要求的接地泡棉短路风险,适用,李果,EVB,李果,Pass,,1
O.Boston,1.Platform,SIM卡座,,,,,1.Mainboard,4.Routing,SIM卡的pin 顺序检查：（1）需要拿到SIM 规格书，卡托规格书，再核对PCB 对应的每一个Pin 是否和SIM 卡pin 顺序一致,适用,李果,EVB,李果,Pass,,1
O.Boston,1.Platform,,Other FPC,,,,3.Main FPC,4.Routing,FPC SMT：大型连接器背部需要钢板补强，钢板接地良好。,适用,李果,EVB,德太加,Pass,,1
O.Boston,1.Platform,,Other FPC,,,,3.Main FPC,4.Routing,FPC SMT：贴片IC背部尽量使用钢板补强，钢板接地良好。,适用,李果,EVB,德太加,Pass,,1
O.Boston,1.Platform,,Other FPC,,,,3.Main FPC,4.Routing,FPC SMT：BGA及0201器件推荐点胶,适用,李果,EVB,德太加,Pass,,1
O.Boston,1.Platform,,Other FPC,,,,3.Main FPC,4.Routing,FPC转弯内角尽量大，避免装配撕裂。,适用,李果,EVB,德太加,Pass,,1
O.Boston,1.Platform,主FPC,Main FPC,,,,3.Main FPC,4.Routing,FPC要预留露铜区域，与主钢板形成良好接触,适用,李果,EVB,德太加,Pass,,1
O.Boston,1.Platform,主FPC,Main FPC,,,,3.Main FPC,4.Routing,FPC钢板补强，需要与FPC的GND做到良好接触；保证足够的开窗面积,适用,李果,EVB,韩凯,NA,EVT确认,0
O.Boston,1.Platform,主FPC,Main FPC,,,,3.Main FPC,4.Routing,叠层确认：铜厚不低于18um（特殊项目需求单独评估）,适用,陈银川,EVB,陈银川,Pass,,1
O.Boston,1.Platform,侧键FPC,Side Key FPC,,,,4.SideKey FPC,4.Routing,实物顺序匹配pin顺序与主板匹配,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,10.USB-C,TYPE-C,,,,,1.Mainboard,1.SCH,SBU信号如果不是悬空，对地阻抗需大于950K,适用,肖志浩,EVB,肖志浩,Pass,,1
O.Boston,10.USB-C,USB2.0,,防止接OTG外设时，关机后重新开机。,,,1.Mainboard,1.SCH,Qualcomm 平台预留47k下拉电阻，Vbus上不要增加过多电容，参考值为4.7UF,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,1.SCH,DP/DM 线上的TVS要求容值小于2pF ，置于干路上,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,1.SCH,Moto 要求DP/DM 信号必须经过共模滤波器,适用,陈文亭,EVB,陈文亭,NG&Accept,预留0R,2
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,1.SCH,USB Data线上不能串电阻，可保留0欧电阻,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,10.USB-C,USB3.0,,,,,1.Mainboard,1.SCH,DC隔直电容为75~200nF，以平台反馈为准,适用,陈文亭,EVB,陈文亭,NA,,0
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,4.Routing,USB 所有Data走线需左右下包地，90ohm+/-15% 差分阻抗控制，参考地平面不允许被切割以及掏空,适用,陈文亭,EVB,陈文亭,NG&DCR,link,3
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,4.Routing,差分对内DP/DM长度差小于2mm(80mil)， 差分线需要上下左右包地。对内D+/D-间距不小于2W，与外围其它信号(包括GND)之间不小于3W；依实际情况可适当降低标准。,适用,陈文亭,EVB,陈文亭,NG&DCR,,3
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,4.Routing,USB2.0的测试点，距离IO口（对于CPU和IO在同一块板上的情况）或者主板到小板的连接器（CPU和IO口不在同一块板上的情况）的距离不得超过12mm，且要求尽量在走线路径上打孔添加测试点。 具体情况详见文档《USB2.0测试点走线设计规范 V1.0.pptx》,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,10.USB-C,USB2.0,FPC,,,,3.Main FPC,4.Routing,USB走在Main FPC上的，对于没有EMI涂层的FPC要求USB差分对走线在电池面。,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,10.USB-C,USB3.0,,,,,1.Mainboard,4.Routing,USB_SS TX/RX差分对内D+/D-长度差小于0.7mm(28mil)，TX对与RX对之间不小于4W，对内D+/D-间距不小于2W，与外围其它信号(包括GND)之间不小于3W；依实际情况可适当降低标准。,适用,陈文亭,EVB,陈文亭,NA,,0
O.Boston,10.USB-C,USB2.0,,,,,1.Mainboard,4.Routing,尽量避免从USB DP/DM 走线拉出分支到其它功能芯片，若确实需要则需在分支口串上不小于300R的电阻，并确保分支处到电阻焊盘间足够短，尽量以过孔方式从走线上直接打出到电阻焊盘。,适用,陈文亭,EVB,陈文亭,Pass,,1
O.Boston,11.Thermal,Backlight,,,,,1.Mainboard,2.Stacking,LCD 背光电路：大屏（Tablet） 背光电路发热状况确认,适用,林峰,EVB,林峰,NA,OLED 屏,0
O.Boston,11.Thermal,Baseband,,,,,1.Mainboard,2.Stacking,发热数据提供热仿真场景的相关功耗分解（新平台需获取CPU&PMU发热数据）,适用,林峰,EVB,林峰,Pass,和Geneva NA 同平台,1
O.Boston,11.Thermal,Camera,,,,,1.Mainboard,2.Stacking,高像素camera（13M以上）需提前获取发热数据，用于热仿真,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,Camera,,,,,1.Mainboard,2.Stacking,Camera：高像素camera要做好散热预案，模组包铜箔，和金属支架良好接触,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,Charging,,,,,1.Mainboard,2.Stacking,新充电设计和快充电路需提前摸底测试发热状况，用于热仿真,适用,林峰,EVB,林峰,Pass,30W,1
O.Boston,11.Thermal,Charging,,,,,1.Mainboard,2.Stacking,"充电IC：充电电路靠电池连接器放置，尽量远离PMU，避免和PMU背靠背放置
1. 双电池连接器和双充电电路，位置和走线尽量对称",适用,林峰,EVB,林峰,Pass,单charge pump,1
O.Boston,11.Thermal,ID,,,,,1.Mainboard,2.Stacking,整机外观：避免大面积金属材料使用在机子后壳，脸颊接触区域（推广到PAD，手握区域也避免使用金属材质），除特定的ID设计,适用,林峰,EVB,林峰,Pass,塑料后壳,1
O.Boston,11.Thermal,LCD,,,,,1.Mainboard,2.Stacking,LCD：LCD驱动IC区域放置在手机下方，避开其他热源,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,LCD,,,,,1.Mainboard,2.Stacking,"LCD面（TOP)：主要热源器件优先放在PCB板的LCD面,并有序分散开，不用特别集中；",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"支架：材质确认 不锈钢/镁铝合金/铝硅合金,CNC 铝合金",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,屏蔽盖：材质确认，洋白铜,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,后壳及电池盖：材质确认 （金属则风险提升）,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"屏蔽盖：主要热源芯片需要掏孔，放置导热凝胶或垫片，覆盖铜箔散热，开孔位置需离屏蔽盖边缘1.5-2mm，避免desense 问题（高发热器件，如快充IC,尽量远离屏蔽盖内边缘区域，确保发热芯片大部分区域可以填充导热凝胶或硅脂）",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,金属支架和屏蔽盖之间：整机金属支架和PCB屏蔽盖之间需要预留贴石墨膜和铜箔空间，厚度0.1mm。同时考虑接地可靠性，保证整机射频性能.,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,金属支架和屏蔽盖之间：主要热源区域，金属支架和屏蔽盖之间需要点导热凝胶，结构需预留相应的位置,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"金属支架：
1.采用导热性能高的铝合金中框
2.如采用厚石墨.热管，VC散热，均热面积尽可能大，并覆盖主要热源",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"金属支架和LCD之间：整机金属支架和LCD支架之间需要预留贴石墨膜空间，厚度至少0.1mm。同时预留LCD接地空间，以及评估结构水波纹影响；
石墨片有效厚度>=0.034mm",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,整机后壳：热源避开后壳区域，局部热点避免破壳或壳体过薄,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"电池后盖：预留0.1mm厚度空间贴石墨；（避开天线区域）
 海外项目，石墨膜不要贴到T卡上方，RE问题；",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,电池后盖：预留0.1mm厚度，使用0.025（0.045）人工石墨;石墨边缘和闪光灯孔距离0.5mm以上，保证ESD性能.需确认结构图纸,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"金属支架和LCD之间：
 预留0.2mm厚度，优先使用0.15mm（0.17）天然石墨；
 海外（尤其欧美）项目天然石墨有专利纠纷，建议不使用；
预留使用2层人工石墨，需确认结构图纸",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,ME,,,,,1.Mainboard,2.Stacking,"金属支架和屏蔽盖之间：优先使用0.1mm铜箔，和RF确认接地性能;
 需确认结构图纸",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,RF,,,,,1.Mainboard,2.Stacking,新平台，需确认RF PA部分发热情况，输出功耗数据给热仿真,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,RF,,,,,1.Mainboard,2.Stacking,"GPS TCXO：GPS TCXO需尽量远离2G,3G,WIFI PA及其他热源,避免PA 工作时产生的温度突变导致TCXO输出频率的变化",适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,NTCs,,,,,1.Mainboard,3.Placement,电池ntc尽量放在近电池本体的位置，放在主板或者15w以上放在电池保护板上，要验证下在高温环境下待机充电是否会触发bat>45，Vbat>4.2V停充的安规，以及bat ntc准确率,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,PCB,,,,,1.Mainboard,4.Routing,GND：PCB板整板尽可能的多打GND通孔； 高热器件下面散热GND要尽量完整，多打孔； 充电IC下部GND完整，便于散热；,适用,林峰,EVB,林峰,Pass,,1
O.Boston,11.Thermal,PCB,,,,,1.Mainboard,4.Routing,高发热器件焊盘：参考《DG-003-004_高发热焊盘layout规则》，做好散热焊盘设计,适用,林峰,EVB,林峰,Pass,,1
O.Boston,12.EMC,ESD,,,原理图,,1.Mainboard,1.SCH,确认TVS管在原理图上管脚的正确性,适用,李果,EVB,韩凯,Pass,,1
O.Boston,12.EMC,EOS,,,,,2.Sub-Board,1.SCH,"VBUS信号上需要增加耐高压的TVS，推荐防护器件如下-
浪涌管：  ESD56241D18（SF68C41144） or ESD56161D24-3/TR（SF68C70107） ",适用,陈文亭,EVB,韩凯,Pass,,1
O.Boston,12.EMC,EOS,,,,,1.Mainboard,1.SCH,"VBAT防护器件如下-
浪涌管：ESD56301D04-2/TR（SF68D39333）",适用,吴学敏,EVB,韩凯,Pass,,1
O.Boston,12.EMC,认证,,Certification,,,1.Mainboard,1.SCH,耳机口中断信号等都需要加TVS，CE认证测试耳机mode,适用,李果,EVB,肖志浩,Pass,,1
O.Boston,12.EMC,认证,,Certification,,,1.Mainboard,1.SCH,确认海外耳机标准电路的执行情况，正确性（MIC电路上需要加1NF对地电容，FM天线接耳机右声道等）,适用,肖志浩,EVB,肖志浩,Pass,,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,1.SCH,"目前较优的设计策略是，只VBAT, USB, 耳机端口的TVS需要贴片，其他的TVS默认不贴片。当出现ESD问题，root cause明确的情况下，再贴片TVS",适用,李果,EVB,韩凯,Pass,,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,2.Stacking,主板与钢板或者镁合金，留有3个以上的螺丝点,适用,李果,EVB,韩凯,Pass,EVT确认,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,2.Stacking,前壳钢板翻边设计在CTP背胶的黏贴面上,适用,李果,EVB,韩凯,Pass,EVT确认,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,2.Stacking,前壳钢板向上延伸，在P-sensor和前置Camera穿孔处形成一圈保护,适用,李果,EVB,韩凯,Pass,EVT确认,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,2.Stacking,前壳钢板向上延伸，与听筒装饰件相连接,适用,李果,EVB,韩凯,Pass,EVT确认,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,2.Stacking,镁合金前壳或者不锈钢前壳形成一个侧键的金属支架，保证侧键的加强钢板良好接地,适用,李果,EVB,韩凯,Pass,EVT确认,1
O.Boston,12.EMC,ESD,,,,,1.Mainboard,2.Stacking,Camera装饰件采用弹片接地,适用,李果,EVB,陈邦,Pass,,1
